,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,dominant_topic
Doc3729,0.03,0.27,0.03,0.03,0.03,0.03,0.03,0.03,0.53,0.03,8
Doc3730,0.03,0.23,0.03,0.03,0.03,0.03,0.57,0.03,0.03,0.03,6
Doc3731,0.01,0.01,0.14,0.26,0.01,0.01,0.21,0.14,0.01,0.19,3
Doc3732,0.03,0.03,0.03,0.37,0.03,0.03,0.37,0.03,0.03,0.03,3
Doc3733,0.03,0.03,0.03,0.27,0.03,0.03,0.03,0.03,0.03,0.52,9
Doc3734,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,9
Doc3735,0.01,0.32,0.01,0.31,0.01,0.1,0.01,0.01,0.11,0.12,1
Doc3736,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1
Doc3737,0.03,0.03,0.03,0.03,0.03,0.37,0.03,0.03,0.37,0.03,5
Doc3738,0.03,0.03,0.03,0.27,0.03,0.03,0.03,0.03,0.53,0.03,8
Doc3739,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1
Doc3740,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,6
Doc3741,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.7,0.03,0.03,7
Doc3742,0.03,0.03,0.27,0.03,0.03,0.03,0.03,0.03,0.03,0.53,9
Doc3743,0.52,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.27,0
Doc3744,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,9
Doc3745,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,7
Doc3746,0.37,0.03,0.03,0.03,0.03,0.37,0.03,0.03,0.03,0.03,0
Doc3747,0.03,0.7,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1
Doc3748,0.05,0.05,0.05,0.05,0.05,0.3,0.05,0.05,0.3,0.05,5
Doc3749,0.03,0.03,0.03,0.37,0.03,0.03,0.03,0.37,0.03,0.03,3
Doc3750,0.02,0.02,0.26,0.02,0.02,0.02,0.02,0.02,0.02,0.61,9
Doc3751,0.02,0.22,0.22,0.02,0.02,0.02,0.02,0.02,0.02,0.42,9
Doc3752,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc3753,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.27,0.03,0.53,9
Doc3754,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,4
Doc3755,0.03,0.7,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1
Doc3756,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc3757,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.7,0.03,8
Doc3758,0.03,0.03,0.03,0.43,0.03,0.03,0.03,0.03,0.37,0.03,3
Doc3759,0.02,0.02,0.52,0.02,0.02,0.02,0.02,0.02,0.35,0.02,2
Doc3760,0.21,0.19,0.02,0.02,0.02,0.02,0.02,0.22,0.28,0.02,8
Doc3761,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.77,0.03,8
Doc3762,0.01,0.01,0.01,0.01,0.47,0.44,0.01,0.01,0.01,0.01,4
Doc3763,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc3764,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,6
Doc3765,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.37,0.37,8
Doc3766,0.03,0.03,0.03,0.37,0.03,0.03,0.03,0.03,0.03,0.37,3
Doc3767,0.03,0.03,0.03,0.03,0.03,0.03,0.7,0.03,0.03,0.03,6
Doc3768,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03,0.27,4
Doc3769,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,8
Doc3770,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc3771,0.03,0.03,0.03,0.03,0.03,0.03,0.29,0.51,0.03,0.03,7
Doc3772,0.62,0.02,0.02,0.02,0.02,0.22,0.02,0.02,0.02,0.02,0
Doc3773,0.03,0.03,0.7,0.03,0.03,0.03,0.03,0.03,0.03,0.03,2
Doc3774,0.02,0.02,0.62,0.02,0.02,0.02,0.22,0.02,0.02,0.02,2
Doc3775,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1
Doc3776,0.02,0.02,0.02,0.22,0.02,0.02,0.02,0.42,0.22,0.02,7
Doc3777,0.02,0.02,0.02,0.02,0.02,0.42,0.02,0.02,0.02,0.42,5
Doc3778,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc3779,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc3780,0.03,0.52,0.03,0.03,0.03,0.03,0.03,0.03,0.28,0.03,1
Doc3781,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.7,0.03,0.03,7
Doc3782,0.03,0.03,0.03,0.03,0.37,0.03,0.03,0.37,0.03,0.03,4
Doc3783,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.47,0.37,8
Doc3784,0.27,0.03,0.53,0.03,0.03,0.03,0.03,0.03,0.03,0.03,2
Doc3785,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,3
Doc3786,0.03,0.03,0.03,0.53,0.03,0.03,0.27,0.03,0.03,0.03,3
Doc3787,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.53,0.27,8
Doc3788,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,7
Doc3789,0.03,0.03,0.33,0.03,0.03,0.03,0.03,0.22,0.27,0.03,2
Doc3790,0.27,0.03,0.28,0.03,0.03,0.03,0.28,0.03,0.03,0.03,2
Doc3791,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,3
Doc3792,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.37,0.37,8
Doc3793,0.03,0.03,0.37,0.03,0.03,0.03,0.37,0.03,0.03,0.03,2
Doc3794,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc3795,0.01,0.01,0.01,0.09,0.01,0.26,0.51,0.01,0.09,0.01,6
Doc3796,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,7
Doc3797,0.02,0.18,0.02,0.18,0.02,0.18,0.02,0.02,0.02,0.35,9
Doc3798,0.02,0.02,0.22,0.02,0.62,0.02,0.02,0.02,0.02,0.02,4
Doc3799,0.01,0.01,0.7,0.01,0.01,0.01,0.01,0.01,0.01,0.19,2
Doc3800,0.03,0.27,0.03,0.03,0.03,0.03,0.03,0.03,0.53,0.03,8
Doc3801,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.27,0.53,0.03,8
Doc3802,0.01,0.5,0.01,0.01,0.12,0.01,0.01,0.3,0.01,0.01,1
Doc3803,0.03,0.03,0.03,0.37,0.37,0.03,0.03,0.03,0.03,0.03,3
Doc3804,0.19,0.02,0.48,0.02,0.02,0.02,0.02,0.02,0.02,0.21,2
Doc3805,0.02,0.22,0.02,0.22,0.02,0.02,0.02,0.02,0.42,0.02,8
Doc3806,0.03,0.7,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1
Doc3807,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,9
Doc3808,0.03,0.27,0.03,0.3,0.03,0.03,0.03,0.03,0.03,0.25,3
Doc3809,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.77,0.03,8
Doc3810,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.77,0.03,0.03,7
Doc3811,0.01,0.01,0.16,0.3,0.01,0.01,0.01,0.44,0.01,0.01,7
Doc3812,0.03,0.29,0.03,0.03,0.03,0.03,0.03,0.51,0.03,0.03,7
Doc3813,0.18,0.02,0.35,0.21,0.02,0.02,0.02,0.02,0.16,0.02,2
Doc3814,0.01,0.01,0.08,0.3,0.15,0.3,0.14,0.01,0.01,0.01,3
Doc3815,0.03,0.03,0.03,0.03,0.03,0.35,0.03,0.39,0.03,0.03,7
Doc3816,0.52,0.02,0.02,0.02,0.02,0.02,0.02,0.18,0.02,0.18,0
Doc3817,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,3
Doc3818,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.77,9
Doc3819,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.32,0.42,9
Doc3820,0.03,0.03,0.42,0.31,0.03,0.03,0.03,0.03,0.03,0.03,2
Doc3821,0.03,0.03,0.03,0.37,0.03,0.03,0.03,0.37,0.03,0.03,3
Doc3822,0.03,0.03,0.37,0.03,0.03,0.03,0.03,0.37,0.03,0.03,2
Doc3823,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.62,0.22,8
Doc3824,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,2
Doc3825,0.03,0.03,0.77,0.03,0.03,0.03,0.03,0.03,0.03,0.03,2
Doc3826,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc3827,0.03,0.03,0.27,0.03,0.03,0.03,0.03,0.27,0.28,0.03,8
Doc3828,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc3829,0.23,0.01,0.01,0.01,0.01,0.01,0.68,0.01,0.01,0.01,6
Doc3830,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.7,0.03,8
Doc3831,0.03,0.52,0.03,0.03,0.27,0.03,0.03,0.03,0.03,0.03,1
Doc3832,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc3833,0.02,0.21,0.37,0.02,0.02,0.31,0.02,0.02,0.02,0.02,2
Doc3834,0.23,0.01,0.01,0.01,0.01,0.09,0.41,0.21,0.01,0.01,6
Doc3835,0.03,0.28,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,8
Doc3836,0.03,0.03,0.37,0.03,0.03,0.37,0.03,0.03,0.03,0.03,2
Doc3837,0.18,0.02,0.18,0.02,0.02,0.35,0.02,0.18,0.02,0.02,5
Doc3838,0.01,0.49,0.01,0.01,0.01,0.01,0.01,0.4,0.01,0.01,1
Doc3839,0.03,0.03,0.03,0.37,0.03,0.03,0.03,0.37,0.03,0.03,3
Doc3840,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc3841,0.02,0.42,0.02,0.02,0.02,0.02,0.42,0.02,0.02,0.02,1
Doc3842,0.03,0.03,0.03,0.03,0.03,0.27,0.03,0.03,0.53,0.03,8
Doc3843,0.03,0.7,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1
Doc3844,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0
Doc3845,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.77,0.03,0.03,7
Doc3846,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0
Doc3847,0.02,0.02,0.27,0.37,0.22,0.02,0.02,0.02,0.02,0.02,3
Doc3848,0.03,0.34,0.03,0.03,0.03,0.03,0.03,0.46,0.03,0.03,7
Doc3849,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,9
Doc3850,0.7,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0
Doc3851,0.03,0.03,0.27,0.03,0.03,0.52,0.03,0.03,0.03,0.03,5
Doc3852,0.19,0.01,0.01,0.01,0.19,0.19,0.01,0.11,0.28,0.01,8
Doc3853,0.02,0.02,0.02,0.42,0.02,0.02,0.02,0.02,0.42,0.02,3
Doc3854,0.02,0.02,0.02,0.22,0.02,0.02,0.02,0.02,0.42,0.22,8
Doc3855,0.16,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35,0.39,9
Doc3856,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc3857,0.02,0.22,0.02,0.02,0.02,0.02,0.02,0.02,0.22,0.42,9
Doc3858,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,4
Doc3859,0.03,0.03,0.03,0.03,0.03,0.27,0.03,0.03,0.52,0.03,8
Doc3860,0.03,0.37,0.03,0.37,0.03,0.03,0.03,0.03,0.03,0.03,1
Doc3861,0.01,0.01,0.01,0.31,0.01,0.29,0.01,0.3,0.01,0.01,3
Doc3862,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,3
Doc3863,0.03,0.03,0.34,0.03,0.03,0.03,0.46,0.03,0.03,0.03,6
Doc3864,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.27,7
Doc3865,0.03,0.7,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1
Doc3866,0.03,0.27,0.03,0.03,0.52,0.03,0.03,0.03,0.03,0.03,4
Doc3867,0.18,0.02,0.02,0.52,0.02,0.02,0.02,0.02,0.02,0.18,3
Doc3868,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc3869,0.03,0.37,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.37,1
Doc3870,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.37,0.37,0.03,7
Doc3871,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,5
Doc3872,0.53,0.03,0.03,0.03,0.03,0.03,0.27,0.03,0.03,0.03,0
Doc3873,0.03,0.03,0.37,0.03,0.37,0.03,0.03,0.03,0.03,0.03,2
Doc3874,0.03,0.03,0.37,0.03,0.03,0.03,0.03,0.03,0.37,0.03,2
Doc3875,0.03,0.03,0.03,0.03,0.03,0.03,0.37,0.03,0.37,0.03,6
Doc3876,0.03,0.03,0.03,0.03,0.03,0.03,0.7,0.03,0.03,0.03,6
Doc3877,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,4
Doc3878,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc3879,0.03,0.03,0.03,0.7,0.03,0.03,0.03,0.03,0.03,0.03,3
Doc3880,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc3881,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1
Doc3882,0.02,0.02,0.22,0.02,0.22,0.42,0.02,0.02,0.02,0.02,5
Doc3883,0.03,0.37,0.03,0.03,0.03,0.03,0.03,0.37,0.03,0.03,1
Doc3884,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1
Doc3885,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,7
Doc3886,0.27,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,7
Doc3887,0.47,0.02,0.02,0.02,0.21,0.2,0.02,0.02,0.02,0.02,0
Doc3888,0.03,0.03,0.03,0.53,0.03,0.03,0.03,0.03,0.03,0.27,3
Doc3889,0.03,0.03,0.03,0.03,0.37,0.03,0.03,0.37,0.03,0.03,4
Doc3890,0.02,0.34,0.02,0.35,0.02,0.02,0.19,0.02,0.02,0.02,3
Doc3891,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc3892,0.02,0.02,0.4,0.02,0.02,0.3,0.02,0.02,0.18,0.02,2
Doc3893,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.58,0.26,0.02,7
Doc3894,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc3895,0.3,0.01,0.01,0.16,0.01,0.01,0.16,0.3,0.01,0.01,0
Doc3896,0.02,0.02,0.02,0.02,0.02,0.56,0.02,0.28,0.02,0.02,5
Doc3897,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,8
Doc3898,0.27,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,8
Doc3899,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,5
Doc3900,0.03,0.03,0.03,0.03,0.03,0.37,0.03,0.03,0.03,0.37,5
Doc3901,0.03,0.03,0.03,0.03,0.37,0.03,0.37,0.03,0.03,0.03,4
Doc3902,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,8
Doc3903,0.02,0.42,0.02,0.02,0.02,0.02,0.02,0.42,0.02,0.02,1
Doc3904,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc3905,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc3906,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc3907,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,4
Doc3908,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.7,0.03,8
Doc3909,0.18,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.68,9
Doc3910,0.01,0.01,0.37,0.01,0.01,0.42,0.01,0.01,0.01,0.13,5
Doc3911,0.02,0.02,0.22,0.02,0.02,0.02,0.02,0.02,0.22,0.42,9
Doc3912,0.01,0.01,0.18,0.3,0.01,0.28,0.01,0.01,0.15,0.01,3
Doc3913,0.01,0.2,0.01,0.44,0.01,0.16,0.01,0.01,0.11,0.01,3
Doc3914,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1
Doc3915,0.02,0.02,0.02,0.11,0.02,0.12,0.02,0.65,0.02,0.02,7
Doc3916,0.52,0.03,0.03,0.03,0.27,0.03,0.03,0.03,0.03,0.03,0
Doc3917,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,7
Doc3918,0.03,0.03,0.03,0.77,0.03,0.03,0.03,0.03,0.03,0.03,3
Doc3919,0.03,0.77,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1
Doc3920,0.01,0.01,0.01,0.01,0.01,0.14,0.01,0.26,0.01,0.51,9
Doc3921,0.03,0.03,0.31,0.03,0.03,0.03,0.03,0.49,0.03,0.03,7
Doc3922,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03,0.28,4
Doc3923,0.03,0.03,0.03,0.03,0.32,0.03,0.42,0.03,0.03,0.03,6
Doc3924,0.02,0.22,0.15,0.02,0.02,0.02,0.02,0.02,0.02,0.51,9
Doc3925,0.03,0.03,0.37,0.03,0.03,0.03,0.03,0.03,0.03,0.37,2
Doc3926,0.03,0.03,0.37,0.03,0.03,0.03,0.03,0.37,0.03,0.03,2
Doc3927,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,7
Doc3928,0.03,0.03,0.37,0.03,0.03,0.03,0.03,0.03,0.37,0.03,2
Doc3929,0.03,0.03,0.03,0.03,0.03,0.49,0.03,0.31,0.03,0.03,5
Doc3930,0.03,0.03,0.03,0.03,0.03,0.27,0.03,0.28,0.03,0.28,7
Doc3931,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1
Doc3932,0.18,0.02,0.02,0.02,0.02,0.17,0.2,0.35,0.02,0.02,7
Doc3933,0.03,0.03,0.03,0.03,0.03,0.03,0.37,0.03,0.37,0.03,6
Doc3934,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc3935,0.03,0.27,0.03,0.03,0.53,0.03,0.03,0.03,0.03,0.03,4
Doc3936,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.27,0.03,6
Doc3937,0.03,0.03,0.03,0.37,0.03,0.03,0.03,0.03,0.37,0.03,3
Doc3938,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,4
Doc3939,0.03,0.03,0.52,0.03,0.03,0.03,0.03,0.03,0.03,0.27,2
Doc3940,0.01,0.01,0.01,0.01,0.42,0.01,0.12,0.11,0.01,0.29,4
Doc3941,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc3942,0.03,0.03,0.03,0.03,0.52,0.27,0.03,0.03,0.03,0.03,4
Doc3943,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc3944,0.03,0.03,0.28,0.28,0.03,0.27,0.03,0.03,0.03,0.03,2
Doc3945,0.02,0.02,0.18,0.2,0.02,0.02,0.02,0.35,0.02,0.16,7
Doc3946,0.03,0.03,0.37,0.03,0.03,0.03,0.37,0.03,0.03,0.03,2
Doc3947,0.03,0.03,0.03,0.03,0.03,0.26,0.28,0.29,0.03,0.03,7
Doc3948,0.02,0.16,0.02,0.19,0.02,0.35,0.02,0.02,0.02,0.2,5
Doc3949,0.03,0.03,0.03,0.03,0.37,0.03,0.37,0.03,0.03,0.03,4
Doc3950,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,7
Doc3951,0.03,0.32,0.23,0.27,0.03,0.03,0.03,0.03,0.03,0.03,1
Doc3952,0.03,0.27,0.03,0.03,0.03,0.03,0.03,0.03,0.28,0.27,8
Doc3953,0.03,0.03,0.03,0.03,0.03,0.03,0.77,0.03,0.03,0.03,6
Doc3954,0.22,0.02,0.02,0.24,0.2,0.02,0.02,0.02,0.22,0.02,3
Doc3955,0.02,0.23,0.41,0.22,0.02,0.02,0.02,0.02,0.02,0.02,2
Doc3956,0.19,0.34,0.02,0.02,0.02,0.02,0.35,0.02,0.02,0.02,6
Doc3957,0.03,0.03,0.03,0.27,0.03,0.03,0.53,0.03,0.03,0.03,6
Doc3958,0.02,0.39,0.02,0.25,0.02,0.02,0.02,0.22,0.02,0.02,1
Doc3959,0.03,0.03,0.03,0.53,0.03,0.27,0.03,0.03,0.03,0.03,3
Doc3960,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc3961,0.03,0.57,0.03,0.03,0.03,0.03,0.03,0.23,0.03,0.03,1
Doc3962,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.27,8
Doc3963,0.03,0.03,0.03,0.03,0.03,0.7,0.03,0.03,0.03,0.03,5
Doc3964,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc3965,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc3966,0.02,0.02,0.02,0.47,0.23,0.02,0.18,0.02,0.02,0.02,3
Doc3967,0.03,0.03,0.03,0.27,0.03,0.03,0.03,0.03,0.53,0.03,8
Doc3968,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc3969,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.27,5
Doc3970,0.02,0.02,0.02,0.36,0.02,0.02,0.02,0.02,0.51,0.02,8
Doc3971,0.01,0.01,0.01,0.24,0.01,0.01,0.01,0.01,0.51,0.18,8
Doc3972,0.28,0.03,0.03,0.03,0.27,0.03,0.03,0.28,0.03,0.03,0
Doc3973,0.03,0.03,0.03,0.77,0.03,0.03,0.03,0.03,0.03,0.03,3
Doc3974,0.01,0.01,0.01,0.01,0.01,0.28,0.01,0.15,0.49,0.01,8
Doc3975,0.03,0.03,0.03,0.03,0.37,0.03,0.03,0.37,0.03,0.03,4
Doc3976,0.03,0.03,0.36,0.38,0.03,0.03,0.03,0.03,0.03,0.03,3
Doc3977,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc3978,0.03,0.03,0.03,0.03,0.03,0.03,0.53,0.03,0.03,0.27,6
Doc3979,0.03,0.03,0.03,0.27,0.03,0.15,0.03,0.03,0.15,0.28,9
Doc3980,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,9
Doc3981,0.03,0.03,0.03,0.03,0.03,0.37,0.03,0.03,0.37,0.03,5
Doc3982,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,4
Doc3983,0.35,0.02,0.02,0.02,0.02,0.16,0.02,0.38,0.02,0.02,7
Doc3984,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.7,0.03,0.03,7
Doc3985,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,9
Doc3986,0.01,0.2,0.01,0.01,0.25,0.01,0.01,0.01,0.01,0.44,9
Doc3987,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc3988,0.02,0.02,0.02,0.22,0.02,0.02,0.39,0.02,0.02,0.25,6
Doc3989,0.52,0.03,0.03,0.03,0.03,0.27,0.03,0.03,0.03,0.03,0
Doc3990,0.27,0.03,0.03,0.03,0.26,0.03,0.03,0.03,0.03,0.29,9
Doc3991,0.03,0.03,0.03,0.03,0.37,0.03,0.03,0.03,0.03,0.37,4
Doc3992,0.03,0.03,0.27,0.03,0.28,0.03,0.03,0.03,0.03,0.28,4
Doc3993,0.03,0.37,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.37,1
Doc3994,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,5
Doc3995,0.03,0.03,0.03,0.37,0.37,0.03,0.03,0.03,0.03,0.03,3
Doc3996,0.01,0.09,0.01,0.19,0.01,0.39,0.27,0.01,0.01,0.01,5
Doc3997,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.42,0.45,0.02,8
Doc3998,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,5
Doc3999,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,9
Doc4000,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,9
Doc4001,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,9
Doc4002,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.7,9
Doc4003,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,9
Doc4004,0.02,0.61,0.02,0.02,0.02,0.23,0.02,0.02,0.02,0.02,1
Doc4005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc4006,0.03,0.03,0.03,0.28,0.03,0.27,0.03,0.28,0.03,0.03,3
Doc4007,0.03,0.25,0.03,0.55,0.03,0.03,0.03,0.03,0.03,0.03,3
Doc4008,0.02,0.19,0.18,0.02,0.02,0.02,0.02,0.17,0.02,0.35,9
Doc4009,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1
Doc4010,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1
Doc4011,0.22,0.02,0.02,0.02,0.02,0.22,0.02,0.02,0.14,0.3,9
Doc4012,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc4013,0.01,0.01,0.16,0.01,0.01,0.01,0.01,0.01,0.01,0.73,9
Doc4014,0.03,0.03,0.03,0.37,0.03,0.37,0.03,0.03,0.03,0.03,3
Doc4015,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Doc4016,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.28,6
Doc4017,0.62,0.22,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0
Doc4018,0.03,0.34,0.03,0.03,0.03,0.46,0.03,0.03,0.03,0.03,5
